datasyst_user,affiliation_id,name,qh,group,flemish,country_id,country_code2,country_code3
http://lifewatch-user-analysis-2023/user/962d177a-46e2-47a2-87e4-fe63f39f6f7f,https://marineinfo.org/id/institute/534,National Research Council (CNR),http://lifewatch.org/ns/Policy,http://lifewatch.org/ns/Governmental_body,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AIT,IT,ITA
http://lifewatch-user-analysis-2023/user/18749433-5c33-480b-ac55-ca5137ea2845,http://lifewatch-user-analysis-2023/affiliation/eedc2aab-2f2d-497f-ae0c-45205cbd7c40,personal,http://lifewatch.org/ns/Civil_society,http://lifewatch.org/ns/personal_interest,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,
http://lifewatch-user-analysis-2023/user/170d71b7-f59e-47c3-acce-7396d4724d5c,https://marineinfo.org/id/institute/9559,University of Oxford - Department of Zoology,http://lifewatch.org/ns/Science,http://lifewatch.org/ns/University,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,GB,GBR
http://lifewatch-user-analysis-2023/user/585cc114-b36a-47ef-b89b-498660c5e246,https://marineinfo.org/id/institute/14553,Profish Technology,http://lifewatch.org/ns/Industry,http://lifewatch.org/ns/Consultancy,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,BE,BEL
http://lifewatch-user-analysis-2023/user/0df17cf4-ecb2-45e5-b586-dae98c8eeeed,http://lifewatch-user-analysis-2023/affiliation/eedc2aab-2f2d-497f-ae0c-45205cbd7c40,personal,http://lifewatch.org/ns/Civil_society,http://lifewatch.org/ns/personal_interest,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,
http://lifewatch-user-analysis-2023/user/968e431f-04d0-4d03-b80f-219749087347,http://lifewatch-user-analysis-2023/affiliation/eedc2aab-2f2d-497f-ae0c-45205cbd7c40,personal,http://lifewatch.org/ns/Civil_society,http://lifewatch.org/ns/personal_interest,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,
http://lifewatch-user-analysis-2023/user/01a7e359-3f10-4269-a066-1ac3b749b429,https://marineinfo.org/id/institute/4230,"CEFAS (Centre for Environment, Fisheries and Aquaculture Science)",http://lifewatch.org/ns/Science,http://lifewatch.org/ns/Research_institute,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,GB,GBR
http://lifewatch-user-analysis-2023/user/59ac79a3-3fc4-4c9f-aef0-429da70618e0,https://ror.org/00jks2h96,"Australian Government - Department of Agriculture, Fisheries and Forestry",http://lifewatch.org/ns/Policy,http://lifewatch.org/ns/Governmental_body,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AAU,AU,AUS
http://lifewatch-user-analysis-2023/user/a3ff396d-5e0b-4116-9bd3-cb614c97ea40,https://marineinfo.org/id/institute/9076,University of Salento,http://lifewatch.org/ns/Science,http://lifewatch.org/ns/University,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AIT,IT,ITA
http://lifewatch-user-analysis-2023/user/fe7d23f4-4239-41aa-b926-99e224b93f55,http://lifewatch-user-analysis-2023/affiliation/eedc2aab-2f2d-497f-ae0c-45205cbd7c40,personal,http://lifewatch.org/ns/Civil_society,http://lifewatch.org/ns/personal_interest,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,
