source,email_domain_end,email_domain_name,user_identifier,stand_institute
3-users_lifewatch_by_group_kpi_2023-11-07,mv,mtcccom,1226daf3-413d-4c7c-8c3c-9662b968e31c,
3-users_lifewatch_by_group_kpi_2023-11-07,com,qq,4356712d-d902-4ea1-b37c-0d1b1dc07b4c,
3-users_lifewatch_by_group_kpi_2023-11-07,com,qq,a4a3682b-b7f0-45e2-accf-cf5f02442c8a,
3-users_lifewatch_by_group_kpi_2023-11-07,com,me,b5d2dfe3-7d3b-4b7d-a3a6-92412bbf8f58,
3-users_lifewatch_by_group_kpi_2023-11-07,edu,monash,181b3f8e-a0a1-4545-8a35-12979a75c874,
3-users_lifewatch_by_group_kpi_2023-11-07,uk,uclac,c9c8436e-64bb-4522-a644-c628f889031c,
3-users_lifewatch_by_group_kpi_2023-11-07,edu,uncw,98b3ca04-0386-4b87-9d9b-bd1fe5ef860c,
3-users_lifewatch_by_group_kpi_2023-11-07,cn,sioorg,1fb6dbab-13d4-48fe-b575-e5ad23e25d26,
3-users_lifewatch_by_group_kpi_2023-11-07,fr,mioosupytheas,792d7b81-7963-440a-9741-0b5186597e6a,
3-users_lifewatch_by_group_kpi_2023-11-07,es,udc,1a2d2774-71f4-4e71-9c91-e921ca8339ac,
3-users_lifewatch_by_group_kpi_2023-11-07,ca,botanyubc,6de8beed-5a12-4adf-85d9-959040315e12,
3-users_lifewatch_by_group_kpi_2023-11-07,edu,udg,066b7dbe-5283-43a4-a096-8b3f976e71c8,
3-users_lifewatch_by_group_kpi_2023-11-07,es,ulledu,f6163fe8-12ea-46c1-a5a3-0025bbb0ef61,
3-users_lifewatch_by_group_kpi_2023-11-07,earth,reef,c8256117-a772-47c9-a418-8b688b8af43a,
3-users_lifewatch_by_group_kpi_2023-11-07,fr,mioosupytheas,2980d628-0504-422d-a49e-154d45debd5e,
3-users_lifewatch_by_group_kpi_2023-11-07,fi,luke,f4501123-1b6b-4982-aba0-d244ed2c7095,
3-users_lifewatch_by_group_kpi_2023-11-07,com,babutdumares,a43a2cb3-5233-45f4-b554-e812518a00d9,
3-users_lifewatch_by_group_kpi_2023-11-07,com,water-bears,290c2a6c-5e31-4ae9-90f5-365150f5d5b9,
3-users_lifewatch_by_group_kpi_2023-11-07,edu,mtholyoke,afc84dfa-c70d-4102-ba9a-50c814a4b16e,
3-users_lifewatch_by_group_kpi_2023-11-07,es,ieocsic,cb11332b-d834-48a1-a4f3-de6077c7bb3a,
3-users_lifewatch_by_group_kpi_2023-11-07,be_DISABLED,studentodisee,6f33992d-96d2-40b1-8eb2-c6e44d024a13,
3-users_lifewatch_by_group_kpi_2023-11-07,es,dgmambiecaib,253d9d63-f331-40ef-9478-87fbec17d6b2,
3-users_lifewatch_by_group_kpi_2023-11-07,edu,osu,d8fc7c83-69b3-4843-a111-96d9a4b9de18,
3-users_lifewatch_by_group_kpi_2023-11-07,int,iccat,a5615b02-25a5-4549-a701-f5ea8f90ac4d,
3-users_lifewatch_by_group_kpi_2023-11-07,fi,metsa,0e1cc809-48db-4583-977d-fe11d8834192,
3-users_lifewatch_by_group_kpi_2023-11-07,uk,devonandsevernifcagov,70921aa0-913c-4f1a-a776-7baeba5f8622,
3-users_lifewatch_by_group_kpi_2023-11-07,fr,phelmagrenoble-inp,94fbf5a9-a500-46e1-892f-e2d6120ce50a,
3-users_lifewatch_by_group_kpi_2023-11-07,uk,portac,ee0f9a67-fd89-48e1-9023-a75b7cee1b13,
3-users_lifewatch_by_group_kpi_2023-11-07,fr,enib,14bf259d-6f29-4c10-9d5d-4e6352760f12,
3-users_lifewatch_by_group_kpi_2023-11-07,es,icmcsic,f758ba48-02d1-4b62-b217-aaaea63285a7,
3-users_lifewatch_by_group_kpi_2023-11-07,edu,ucsb,7caf6ded-84c8-4627-8cd5-d2b4ab71fe3b,
3-users_lifewatch_by_group_kpi_2023-11-07,edu,princeton,6d89a1ca-a862-4b20-b568-7ec8fdf35aae,
