source,raw_institute,user_identifier,stand_institute,Unnamed: 0.1,Unnamed: 0,country_alpha2,country_alpha3,country_official_name,country_url,flemish,group,qh,MarineInfo_ID,ROR_ID,local_ID
1-marinespecies.org_users_2023-11-07,National Center for Biotechnology Information (NCBI),1-marinespecies.org_users_2023-11-07_2f784144-a383-4b56-8578-b81686ae8f92,National Center for Biotechnology Information (NCBI),2288.0,2288.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,Data infrastructure,Science,https://marineinfo.org/id/institute/14972,https://ror.org/02meqm098,a2b96fd8-411a-455d-bd62-7b653a051430
1-marinespecies.org_users_2023-11-07,The United States Antarctic Program at the National Museum of Natural History,1-marinespecies.org_users_2023-11-07_a8893334-a366-4ff0-9717-cc6eb5fc1650,National Museum of Natural History - US Antarctic Program,2292.0,2292.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,Museum,Science,-,-,e38900db-96a2-42e0-8e1a-c265783bf6d1
1-marinespecies.org_users_2023-11-07,University of Bordeaux,1-marinespecies.org_users_2023-11-07_6caa98fc-831f-484f-98dc-49bfd8542553,University of Bordeaux,749.0,749.0,FR,FRA,French Republic,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AFR,,University,Science,https://marineinfo.org/id/institute/13170,https://ror.org/057qpr032,f635011b-28fd-4397-bbdb-7b8cf47bfb61
1-marinespecies.org_users_2023-11-07,British Oceanographic Data Centre (BODC),1-marinespecies.org_users_2023-11-07_d1ca1b90-8947-4f98-a7f1-bc92a8f797f5,British Oceanographic Data Centre (BODC),2021.0,2021.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,Data infrastructure,Science,https://marineinfo.org/id/institute/700,https://ror.org/03102fn17,bc71fc52-f489-4bf0-88b3-24fa540d3d38
1-marinespecies.org_users_2023-11-07,Ecospan Environmental Limited,1-marinespecies.org_users_2023-11-07_88901595-f459-4cda-8ad6-527df8b3bdc8,Ecospan Environmental Limited,2033.0,2033.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,Company,Industry,-,-,f7cc4fea-8b50-4cd2-ab55-761cb1c21280
1-marinespecies.org_users_2023-11-07,"National Academy of Sciences of Ukraine, Institute of Biology of the Southern Seas (IBSS)",1-marinespecies.org_users_2023-11-07_5900cab1-8023-4467-ac76-47b13727b656,National Academy of Sciences of Ukraine (NASU) - AO Kovalevsky Institute of Biology of the Southern Seas (IBSS),2157.0,2157.0,UA,UKR,Ukraine,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUA,,Research institute,Science,https://marineinfo.org/id/institute/4738,https://ror.org/03qf4s180,920ce17a-9efd-4d2c-bb23-cd24698967bc
1-marinespecies.org_users_2023-11-07,"School of Computer Science, University of Manchester",1-marinespecies.org_users_2023-11-07_506b93cf-8507-4866-bede-0eac1a936dcb,University of Manchester - School of Computer Science,2129.0,2129.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,University,Science,-,-,46c72b4e-d734-4b9d-a4c9-f85b3f1cc8e8
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_72d456b9-3cd5-4542-8ddf-055b0ccecf9f,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,"Institut de Recherche pour le Développement (IRD), Centre de Recherche Halieutique Méditerranéenne et Tropicale",1-marinespecies.org_users_2023-11-07_51f1367b-4d2f-4885-a991-74c750b2dea3,IRD L'Institut de recherche pour le développement - Centre de Recherche Halieutique Méditerranéenne et Tropicale,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,"Circolo Attività Subacquee Chieri, Sezione Didattica",1-marinespecies.org_users_2023-11-07_3d9e38dc-527a-413d-bcb4-2ca30a0bb9b5,Chieri Underwater Activities Club,1151.0,1151.0,IT,ITA,Italian Republic,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AIT,,Other,Civil society,-,-,b1a4fb13-3300-4406-97ce-529f335bf700
1-marinespecies.org_users_2023-11-07,Station Biologique de Roscoff,1-marinespecies.org_users_2023-11-07_6b37bc69-5f9f-423d-ad8e-d2918d71145c,Station Biologique de Roscoff,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_44e6af3c-640b-4b3a-9f23-0583432338be,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,MariLim Gesellschaft für Gewässeruntersuchung mbH,1-marinespecies.org_users_2023-11-07_20f0fda1-21c9-46e0-b6b2-3a9ef24ece39,MariLim GmbH,834.0,834.0,DE,DEU,Federal Republic of Germany,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ADE,,Consultancy,Industry,-,https://ror.org/059cxs985,3ce7db00-43d2-4d98-b986-2a565be16d68
1-marinespecies.org_users_2023-11-07,NOAA,1-marinespecies.org_users_2023-11-07_8ea87482-2ad3-4607-80c8-0ee6ea5a0c3a,NOAA National Oceanic And Atmospheric Administration,2302.0,2302.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,Governmental body,Policy,https://marineinfo.org/id/institute/4412,https://ror.org/02z5nhe81,982d6d3c-99d2-47fc-b757-62c2a232bad2
1-marinespecies.org_users_2023-11-07,"Natural History Museum Rotterdam, Marine Invertebrates",1-marinespecies.org_users_2023-11-07_27167ccd-e201-46fb-abd3-7da80b098f73,Natural History Museum Rotterdam (NMR) - Marine Invertebrates,1418.0,1418.0,NL,NLD,Kingdom of the Netherlands,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ANL,,Museum,Science,-,-,dd7bf41b-503a-4150-9ffe-a7d38a1ddf80
1-marinespecies.org_users_2023-11-07,"European Environment Agency, EUNIS",1-marinespecies.org_users_2023-11-07_a1669fd5-e635-482f-a797-4eccde75f652,EU - European Environmental Agency - EUNIS (European Nature Information System),656.0,656.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AEU,,Data infrastructure,Science,-,-,e9d89fa6-2087-48a6-9566-98a6e0b83449
1-marinespecies.org_users_2023-11-07,"HELCOM, Helsinki",1-marinespecies.org_users_2023-11-07_89958781-dfbd-440c-8e63-7b7bb438c7a7,HELCOM (Helsinki Convention on the Protection of the Marine Environment of the Baltic Sea Area),671.0,671.0,FI,FIN,Republic of Finland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AFI,,Governmental body,Policy,https://marineinfo.org/id/institute/5077,https://ror.org/002pjp005,dce77541-5719-4ee2-a448-0696ab989646
