source,email_domain_end,email_domain_name,user_identifier,stand_institute,Unnamed: 0.1,Unnamed: 0,country_alpha2,country_alpha3,country_official_name,country_url,flemish,group,qh,MarineInfo_ID,ROR_ID,local_ID
2-mailinglist_lifewatch.be_users_2023-11-07,be,inbo,2-mailinglist_lifewatch.be_users_2023-11-07_1f79d886-7165-4150-a02b-ff6e9bdbbfb8,INBO Research Institute for Nature and Forest,217.0,217.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/5443,https://ror.org/00j54wy13,30d5bbf8-ed5b-4982-8be8-f60d6e19f83e
2-mailinglist_lifewatch.be_users_2023-11-07,be,ugent,2-mailinglist_lifewatch.be_users_2023-11-07_4f8de27d-9ab4-423d-a3bc-34f2b32ce832,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
2-mailinglist_lifewatch.be_users_2023-11-07,be,uliege,2-mailinglist_lifewatch.be_users_2023-11-07_fa9bdd6d-61b1-4fa8-9e5c-831426ac44d6,University of Liège,,,,,,,,,,,,
2-mailinglist_lifewatch.be_users_2023-11-07,be,ardenne-et-gaume,2-mailinglist_lifewatch.be_users_2023-11-07_790aaf00-66ae-4a76-a8d5-0a9fcb9d64bb,Ardenne & Gaume,152.0,152.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,o,Other,Civil society,-,-,b5cc9ed6-bd27-49bd-95b2-af402f326602
2-mailinglist_lifewatch.be_users_2023-11-07,be,uhasselt,2-mailinglist_lifewatch.be_users_2023-11-07_8d02fce9-4d7f-4c30-b518-55eccc29fa46,Hasselt University,210.0,210.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/12,https://ror.org/04nbhqj75,42977f6c-194a-4b4c-9244-ee614dde1674
2-mailinglist_lifewatch.be_users_2023-11-07,be,itg,2-mailinglist_lifewatch.be_users_2023-11-07_53bb5f7e-d497-4f0f-9e88-af7fa82c012e,Institute of Tropical Medicine Antwerp,218.0,218.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/4317,https://ror.org/03xq4x896,618b7bd6-730c-4865-b9e6-070ae0bb145c
2-mailinglist_lifewatch.be_users_2023-11-07,be,vliz,2-mailinglist_lifewatch.be_users_2023-11-07_0a13be88-cf16-4c93-bee4-4365e8526bfe,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
2-mailinglist_lifewatch.be_users_2023-11-07,be,vliz,2-mailinglist_lifewatch.be_users_2023-11-07_04cdc7b3-b223-410f-b6ac-85f01f8ff6b7,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
2-mailinglist_lifewatch.be_users_2023-11-07,be,vliz,2-mailinglist_lifewatch.be_users_2023-11-07_39b774c4-66e2-45bc-bc4c-3781e78773c2,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
2-mailinglist_lifewatch.be_users_2023-11-07,be,vliz,2-mailinglist_lifewatch.be_users_2023-11-07_30c83234-a202-4b1d-942c-5316ecadf4ce,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
