source,email_domain_end,email_domain_name,user_identifier,stand_institute,Unnamed: 0.1,Unnamed: 0,country_alpha2,country_alpha3,country_official_name,country_url,flemish,group,qh,MarineInfo_ID,ROR_ID,local_ID
3-users_lifewatch_by_group_kpi_2023-11-07,es,uma,3-users_lifewatch_by_group_kpi_2023-11-07_d4c4eae6-7dcc-4b05-bf1f-59ec26343d83,University of Málaga (UMA),,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,be,ugent,3-users_lifewatch_by_group_kpi_2023-11-07_a998b766-0293-4ea4-937a-b8db6e636832,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
3-users_lifewatch_by_group_kpi_2023-11-07,no,biouib,3-users_lifewatch_by_group_kpi_2023-11-07_07c79598-05bb-4ab9-8dfe-9469dc10853a,University of Bergen - Department of Biology,1506.0,1506.0,NO,NOR,Kingdom of Norway,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ANO,,University,Science,https://marineinfo.org/id/institute/6261,-,7561b854-3afc-40ca-b4f7-70ee60b86df0
3-users_lifewatch_by_group_kpi_2023-11-07,be_disabled,ugent,3-users_lifewatch_by_group_kpi_2023-11-07_55be6f95-a54d-40af-8c5f-be4ea73a2a33,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
3-users_lifewatch_by_group_kpi_2023-11-07,uk,hotmailco,3-users_lifewatch_by_group_kpi_2023-11-07_98fe0405-006b-49a6-9428-867e855cc797,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,nl,naturalis,3-users_lifewatch_by_group_kpi_2023-11-07_461b9f0b-c18b-4725-9b13-ff8a7ffe02f2,Naturalis Biodiversity Center,1419.0,1419.0,NL,NLD,Kingdom of the Netherlands,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ANL,,Museum,Science,https://marineinfo.org/id/institute/12212,https://ror.org/0566bfb96,a1937ae7-cb00-4044-9481-5a1d2f9698a8
3-users_lifewatch_by_group_kpi_2023-11-07,at,sbgac,3-users_lifewatch_by_group_kpi_2023-11-07_7f554b81-9233-4498-bf1b-706d24c908f8,University of Salzburg,134.0,134.0,AT,AUT,Republic of Austria,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AAT,,University,Science,https://marineinfo.org/id/institute/4520,https://ror.org/05gs8cd61,23cacd3b-66c8-4300-8624-2958fd46918a
3-users_lifewatch_by_group_kpi_2023-11-07,uk,qmulac,3-users_lifewatch_by_group_kpi_2023-11-07_99c9b471-fd7b-46be-821e-bdf095cd94ac,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,org,calacademy,3-users_lifewatch_by_group_kpi_2023-11-07_f04b8ff2-8035-4d60-b00f-6eb35ffb9d26,California Academy of Sciences,2182.0,2182.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,University,Science,https://marineinfo.org/id/institute/3393,https://ror.org/02wb73912,52e76388-aab0-41bd-8f05-23c5f2b7f7be
3-users_lifewatch_by_group_kpi_2023-11-07,fr_DISABLED,aliceadsl,3-users_lifewatch_by_group_kpi_2023-11-07_24e1d141-4df8-447e-b61e-114aa2a4d5d2,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,org,q-quatics,3-users_lifewatch_by_group_kpi_2023-11-07_f2c67151-3304-4f8e-993c-609852f2065c,Quantitative Aquatics Inc.,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,uk,mbaac,3-users_lifewatch_by_group_kpi_2023-11-07_bc3c553c-6818-4d81-9637-232a74cbd66f,Marine Biological Association (MBA),2054.0,2054.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,Research institute,Science,https://marineinfo.org/id/institute/1169,https://ror.org/0431sk359,c101d7df-5dfc-4671-82fc-4290d5d2bd6b
3-users_lifewatch_by_group_kpi_2023-11-07,gr,hcmr,3-users_lifewatch_by_group_kpi_2023-11-07_05df5b4a-820f-448a-b948-f45d21954bff,HCMR (Hellenic Centre for Marine Research),983.0,983.0,GR,GRC,Hellenic Republic,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGR,,Research institute,Science,https://marineinfo.org/id/institute/1878,https://ror.org/038kffh84,86583682-8736-4d0c-b620-55c7e375a19d
3-users_lifewatch_by_group_kpi_2023-11-07,de,uni-bonn,3-users_lifewatch_by_group_kpi_2023-11-07_1fb217a5-0585-40ea-8871-4317bb6db556,University of Bonn,853.0,853.0,DE,DEU,Federal Republic of Germany,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ADE,,University,Science,-,https://ror.org/02k7v4d05,9b2381e0-e80d-489f-98ae-67cc7c5caefb
3-users_lifewatch_by_group_kpi_2023-11-07,de,gmx,3-users_lifewatch_by_group_kpi_2023-11-07_7e2d39ac-fb0e-49f3-85fe-b157ac533162,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,uk,nhmac,3-users_lifewatch_by_group_kpi_2023-11-07_3b347c6a-a4f8-470f-98cf-61816ccaa478,Natural History Museum (NHM),,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,es,ehu,3-users_lifewatch_by_group_kpi_2023-11-07_73c687b8-b369-4777-8739-bc2758624df3,University of the Basque Country,1872.0,1872.0,ES,ESP,Kingdom of Spain,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AES,,University,Science,https://marineinfo.org/id/institute/5670,https://ror.org/000xsnr85,738348b5-77b5-47c6-b47e-0dce194f575d
3-users_lifewatch_by_group_kpi_2023-11-07,fr,mnhn,3-users_lifewatch_by_group_kpi_2023-11-07_d2bbbf09-556b-489e-a234-a11f5abafe02,MNHN National Museum of Natural History,732.0,732.0,FR,FRA,French Republic,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AFR,,Museum,Science,https://marineinfo.org/id/institute/4397,https://ror.org/03wkt5x30,d3c02001-d616-4e7c-a9bc-4c47f75c726b
3-users_lifewatch_by_group_kpi_2023-11-07,uk,artooco,3-users_lifewatch_by_group_kpi_2023-11-07_833eab71-69d9-44fb-8fd0-12e960eefa69,ARTOO Marine Biology Consultants,2012.0,2012.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,Consultancy,Industry,https://marineinfo.org/id/institute/9783,-,0ddd971a-13af-47b5-abec-b9b747da9a57
3-users_lifewatch_by_group_kpi_2023-11-07,es,imedeauib-csic,3-users_lifewatch_by_group_kpi_2023-11-07_20c2711c-010c-4118-8ae7-c0bf38cf692d,Mediterranean Institute for Advanced Studies (IMEDEA),1810.0,1810.0,ES,ESP,Kingdom of Spain,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AES,,Research institute,Science,https://marineinfo.org/id/institute/2025,https://ror.org/014nmkx89,c8a15a35-7eb6-4211-b684-9b2cf274b941
3-users_lifewatch_by_group_kpi_2023-11-07,de,uni-hamburg,3-users_lifewatch_by_group_kpi_2023-11-07_19fbcbbb-fadb-4657-93fa-59a13819fbd1,University of Hamburg,870.0,870.0,DE,DEU,Federal Republic of Germany,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ADE,,University,Science,https://marineinfo.org/id/institute/2955,https://ror.org/00g30e956,dd822f2e-b09a-4d0f-91d8-95c428c977b6
3-users_lifewatch_by_group_kpi_2023-11-07,se,nrm,3-users_lifewatch_by_group_kpi_2023-11-07_a7540cf3-c8cf-4a14-80a4-fb438b27f19e,Swedish Museum of Natural History,1897.0,1897.0,SE,SWE,Kingdom of Sweden,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ASE,,Museum,Science,https://marineinfo.org/id/institute/4481,https://ror.org/05k323c76,f3b4e4d5-9b3a-4e71-986f-afae4a240ae8
3-users_lifewatch_by_group_kpi_2023-11-07,com,aol,3-users_lifewatch_by_group_kpi_2023-11-07_cfcc9b32-8096-47b6-ad9b-ec2102d97d75,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,ee,zbi,3-users_lifewatch_by_group_kpi_2023-11-07_2534d86d-ac86-4d1d-aef9-ffb051a6dea0,Estonian Agricultural University - Institute of Zoology and Botany,629.0,629.0,EE,EST,Republic of Estonia,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AEE,,Research institute,Science,https://marineinfo.org/id/institute/5318,-,36cf89cf-8e33-44fb-b5a0-a8eba256fa4a
3-users_lifewatch_by_group_kpi_2023-11-07,dk,snmku,3-users_lifewatch_by_group_kpi_2023-11-07_dbb69113-f301-4d7a-baf7-d321a97c2611,University of Copenhagen - Natural History Museum of Denmark,601.0,601.0,DK,DNK,Kingdom of Denmark,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ADK,,Museum,Science,-,https://ror.org/040ck2b86,ba15ab7a-9af1-4f1a-8a2f-2cd365ebe16c
3-users_lifewatch_by_group_kpi_2023-11-07,ie,ecoserve,3-users_lifewatch_by_group_kpi_2023-11-07_2f62764d-1cb6-4831-8d46-f99b8f7f5246,Ecological Consultancy Services Limited (EcoServe),1110.0,1110.0,IE,IRL,Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AIE,,Consultancy,Industry,https://marineinfo.org/id/institute/2023,https://ror.org/037dd8g98,b45317ee-43be-4ca7-90ca-66e6f2b06636
3-users_lifewatch_by_group_kpi_2023-11-07,be,ilvovlaanderen,3-users_lifewatch_by_group_kpi_2023-11-07_e11474b7-6479-470a-992f-911dc3c8e72a,"ILVO Flanders Research Institute for Agriculture, Fisheries and Food",213.0,213.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/5442,https://ror.org/05cjt1n05,3e28e922-018d-448f-8740-d242c100d81e
3-users_lifewatch_by_group_kpi_2023-11-07,es,usc,3-users_lifewatch_by_group_kpi_2023-11-07_4fbaf3fa-5118-4bc0-86a8-ec2ade4deb9a,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,nl,naturalis,3-users_lifewatch_by_group_kpi_2023-11-07_83a8a460-53e6-40ce-b9c1-40fb5e9fa658,Naturalis Biodiversity Center,1419.0,1419.0,NL,NLD,Kingdom of the Netherlands,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ANL,,Museum,Science,https://marineinfo.org/id/institute/12212,https://ror.org/0566bfb96,a1937ae7-cb00-4044-9481-5a1d2f9698a8
3-users_lifewatch_by_group_kpi_2023-11-07,no,nhmuio,3-users_lifewatch_by_group_kpi_2023-11-07_b1ec3543-d55f-4fa0-8d6c-c80aa0876310,University of Oslo - Natural History Museum,1516.0,1516.0,NO,NOR,Kingdom of Norway,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ANO,,Museum,Science,-,-,3a403290-b140-4f43-ae4a-bbe6762d9e80
3-users_lifewatch_by_group_kpi_2023-11-07,dk,snmku,3-users_lifewatch_by_group_kpi_2023-11-07_3d953d88-087c-4c88-adfd-ef58a0e40fea,University of Copenhagen - Natural History Museum of Denmark,601.0,601.0,DK,DNK,Kingdom of Denmark,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ADK,,Museum,Science,-,https://ror.org/040ck2b86,ba15ab7a-9af1-4f1a-8a2f-2cd365ebe16c
3-users_lifewatch_by_group_kpi_2023-11-07,uk,mbaac,3-users_lifewatch_by_group_kpi_2023-11-07_d3ad6f5c-ad70-4199-86ec-bcc4a12fa62f,Marine Biological Association (MBA),2054.0,2054.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,Research institute,Science,https://marineinfo.org/id/institute/1169,https://ror.org/0431sk359,c101d7df-5dfc-4671-82fc-4290d5d2bd6b
3-users_lifewatch_by_group_kpi_2023-11-07,net,clara,3-users_lifewatch_by_group_kpi_2023-11-07_e3cc5efd-616e-4734-9106-b28321b1dedd,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
