source,email_domain_end,email_domain_name,user_identifier,stand_institute,Unnamed: 0.1,Unnamed: 0,country_alpha2,country_alpha3,country_official_name,country_url,flemish,group,qh,MarineInfo_ID,ROR_ID,local_ID
3-users_lifewatch_by_group_kpi_2023-11-07,au,museumvicgov,3-users_lifewatch_by_group_kpi_2023-11-07_b45ffa43-7f4e-4cba-93af-ff7091a261ee,Museums Victoria,76.0,76.0,AU,AUS,Australia,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AAU,,Museum,Science,https://marineinfo.org/id/institute/5005,https://ror.org/04mf3mq37,19e495b8-641b-4b45-98f1-4cab136d0755
3-users_lifewatch_by_group_kpi_2023-11-07,uk,oumoxac,3-users_lifewatch_by_group_kpi_2023-11-07_5c4640e2-fa54-4a1f-9e85-89403b850628,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,ch,ieuuzh,3-users_lifewatch_by_group_kpi_2023-11-07_2c4b61f5-fcd1-4922-95bc-246bafe6d430,University of Zurich – Department of Evolutionary Biology and Environmental Studies,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,dk,snmku,3-users_lifewatch_by_group_kpi_2023-11-07_a1f952bc-5dc9-49d7-be63-150cd0e71673,University of Copenhagen - Natural History Museum of Denmark,601.0,601.0,DK,DNK,Kingdom of Denmark,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ADK,,Museum,Science,-,https://ror.org/040ck2b86,ba15ab7a-9af1-4f1a-8a2f-2cd365ebe16c
3-users_lifewatch_by_group_kpi_2023-11-07,be,UGent,3-users_lifewatch_by_group_kpi_2023-11-07_1f8c4739-89bb-4ac3-891b-c4c8c53b7f21,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
3-users_lifewatch_by_group_kpi_2023-11-07,dk,bioau,3-users_lifewatch_by_group_kpi_2023-11-07_378553b9-a821-4311-8057-b0a5cb3c2f9d,Aarhus University - Department of Biology,581.0,581.0,DK,DNK,Kingdom of Denmark,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ADK,,University,Science,https://marineinfo.org/id/institute/7563,-,1e929e9f-8a2b-4132-b0fd-85a939c37a53
3-users_lifewatch_by_group_kpi_2023-11-07,com_DISABLED,gmail,3-users_lifewatch_by_group_kpi_2023-11-07_3d932fce-203f-46c5-baca-9baf8ced3375,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,it,uniroma1,3-users_lifewatch_by_group_kpi_2023-11-07_68afe4a3-90df-42a2-acd3-1b904490578a,Sapienza University of Rome,1186.0,1186.0,IT,ITA,Italian Republic,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AIT,,University,Science,https://marineinfo.org/id/institute/7754,https://ror.org/02be6w209,765b2084-282b-4bc4-be0c-b7fcb6539f9d
3-users_lifewatch_by_group_kpi_2023-11-07,com,hotmail,3-users_lifewatch_by_group_kpi_2023-11-07_ab816516-840c-4c72-ae86-03a85894f8f4,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,edu,uwashington,3-users_lifewatch_by_group_kpi_2023-11-07_e98859ce-112d-499c-9dc2-c87df10efffe,University of Washington,2476.0,2476.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,University,Science,https://marineinfo.org/id/institute/1135,https://ror.org/00cvxb145,7f6ef288-1945-4b8e-9964-66b2492d68d3
3-users_lifewatch_by_group_kpi_2023-11-07,be_disabled,vliz,3-users_lifewatch_by_group_kpi_2023-11-07_09c30370-f7bf-4ba0-a42b-5fc40a709357,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
3-users_lifewatch_by_group_kpi_2023-11-07,au,mqedu,3-users_lifewatch_by_group_kpi_2023-11-07_8aded310-e1be-4c0f-99cd-2fb239e9b467,Macquarie University,66.0,66.0,AU,AUS,Australia,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AAU,,University,Science,https://marineinfo.org/id/institute/11839,https://ror.org/01sf06y89,17df1f8d-f77a-4477-b15d-f5b029ea286e
3-users_lifewatch_by_group_kpi_2023-11-07,br,mnufrj,3-users_lifewatch_by_group_kpi_2023-11-07_ccb00ad5-2728-4309-8181-5e7b46736eef,Federal University of Rio de Janeiro (UFRJ) - National museum of Brazil,309.0,309.0,BR,BRA,Federative Republic of Brazil,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABR,,Museum,Science,-,-,85e5c4e3-7779-4302-bb2e-71ea33b28f12
3-users_lifewatch_by_group_kpi_2023-11-07,mx,yahoocom,3-users_lifewatch_by_group_kpi_2023-11-07_5b733b3d-7f5e-468a-bd21-1cf107718399,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,com,yahoo,3-users_lifewatch_by_group_kpi_2023-11-07_4165238f-0839-4163-a40a-4abbd4a7819f,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,es,ceabcsic,3-users_lifewatch_by_group_kpi_2023-11-07_3125aa9e-fef3-4671-b541-ac35865d18e2,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,edu,umb,3-users_lifewatch_by_group_kpi_2023-11-07_5db189fc-453a-4247-a9a6-d8d1e19659c8,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,sa,kfupmedu,3-users_lifewatch_by_group_kpi_2023-11-07_82c3676c-8356-41e9-a683-a34f230fa676,King Fahd University of Petroleum and Minerals,1666.0,1666.0,SA,SAU,Kingdom of Saudi Arabia,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ASA,,University,Science,-,https://ror.org/03yez3163,e1700060-ad78-4e88-8bf8-e87d8c7b8b05
3-users_lifewatch_by_group_kpi_2023-11-07,uk,bodcac,3-users_lifewatch_by_group_kpi_2023-11-07_ff9b1129-c10f-48ec-aca2-49aa27d4a258,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,pl,twardapan,3-users_lifewatch_by_group_kpi_2023-11-07_d5daf488-1584-423d-8a89-a336b97eb514,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,es,geoluniovi,3-users_lifewatch_by_group_kpi_2023-11-07_6925bf4e-4dd3-4e64-bff1-491d01446ea8,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,edu,asu,3-users_lifewatch_by_group_kpi_2023-11-07_be924ae8-ad78-4172-975b-81632e957f17,Arizona State University,2172.0,2172.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,University,Science,https://marineinfo.org/id/institute/12721,https://ror.org/03efmqc40,cb8d25b8-95a0-453b-ad99-b4a42f345653
3-users_lifewatch_by_group_kpi_2023-11-07,com,gmail,3-users_lifewatch_by_group_kpi_2023-11-07_1992b2e5-2d8f-495d-9812-63ebc28e4bae,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,com,gmail,3-users_lifewatch_by_group_kpi_2023-11-07_00a0f747-f7c8-42fc-bb43-df5fc732cd08,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,ca,mardfo-mpogc,3-users_lifewatch_by_group_kpi_2023-11-07_e564b28d-d0d9-41d5-9183-7925c1ec1c47,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,ca,huntsmanmarine,3-users_lifewatch_by_group_kpi_2023-11-07_ab4e703a-0e74-4664-8052-1cd3722cdb59,Huntsman Marine Science Centre,369.0,369.0,CA,CAN,Canada,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ACA,,Research institute,Science,https://marineinfo.org/id/institute/3004,https://ror.org/05dd3wr66,ffd95009-c4e7-450d-ab7f-f8b646fa9f55
3-users_lifewatch_by_group_kpi_2023-11-07,uk,MBAac,3-users_lifewatch_by_group_kpi_2023-11-07_7b82ef9a-b261-4308-93de-00b0b477d8fb,Marine Biological Association (MBA),2054.0,2054.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,Research institute,Science,https://marineinfo.org/id/institute/1169,https://ror.org/0431sk359,c101d7df-5dfc-4671-82fc-4290d5d2bd6b
3-users_lifewatch_by_group_kpi_2023-11-07,au,qmqldgov,3-users_lifewatch_by_group_kpi_2023-11-07_5d195ef9-7b82-49dd-a7ec-38c05cfae380,Queensland Museum,80.0,80.0,AU,AUS,Australia,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AAU,,Museum,Science,https://marineinfo.org/id/institute/7309,https://ror.org/035zntx80,75f451fe-da4a-4b2f-8387-b72e312044b5
3-users_lifewatch_by_group_kpi_2023-11-07,ie,nuigalway,3-users_lifewatch_by_group_kpi_2023-11-07_39a36601-10d9-47e0-ae96-d95d04fa870f,National University of Ireland Galway,1116.0,1116.0,IE,IRL,Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AIE,,University,Science,https://marineinfo.org/id/institute/1931,https://ror.org/03bea9k73,d13796ee-a08d-4d80-8760-a285097b2f9d
3-users_lifewatch_by_group_kpi_2023-11-07,be,ugent,3-users_lifewatch_by_group_kpi_2023-11-07_2c3833a4-3bdb-4bfc-8f9e-3a0f5a463c31,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
3-users_lifewatch_by_group_kpi_2023-11-07,uk,nhmac,3-users_lifewatch_by_group_kpi_2023-11-07_7ff51b2e-ed68-449f-8ee9-4cd4045dd955,Natural History Museum (NHM),,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,be,vliz,3-users_lifewatch_by_group_kpi_2023-11-07_3e777588-f6d4-4b78-802d-0826f4527de6,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
3-users_lifewatch_by_group_kpi_2023-11-07,com,gmail,3-users_lifewatch_by_group_kpi_2023-11-07_c9c5e1ae-b331-42b9-bde2-f0e7f8ab5891,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,com,hotmail,3-users_lifewatch_by_group_kpi_2023-11-07_9f3fec75-99cf-4ad4-b3aa-df35b0e5a68a,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,be,ugent,3-users_lifewatch_by_group_kpi_2023-11-07_433facd3-9163-43bb-8db3-81d4be089d7b,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
3-users_lifewatch_by_group_kpi_2023-11-07,be,ugent,3-users_lifewatch_by_group_kpi_2023-11-07_2a14c683-db9f-4167-b4e5-7b575317899d,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
3-users_lifewatch_by_group_kpi_2023-11-07,be,ilvovlaanderen,3-users_lifewatch_by_group_kpi_2023-11-07_e8ef2bb8-5fcd-407e-8d84-dbcd9e7bbedb,"ILVO Flanders Research Institute for Agriculture, Fisheries and Food",213.0,213.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/5442,https://ror.org/05cjt1n05,3e28e922-018d-448f-8740-d242c100d81e
3-users_lifewatch_by_group_kpi_2023-11-07,be,UGent,3-users_lifewatch_by_group_kpi_2023-11-07_73141e02-bcb1-479c-ac0c-f3490c682d36,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
3-users_lifewatch_by_group_kpi_2023-11-07,edu,fsu,3-users_lifewatch_by_group_kpi_2023-11-07_e7f19179-04e4-43d0-8614-752892533f70,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,br,yahoocom,3-users_lifewatch_by_group_kpi_2023-11-07_b7ab143d-baf2-43e1-ad5b-743078f172e6,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,be,ugent,3-users_lifewatch_by_group_kpi_2023-11-07_3fed4a96-d5c2-4a98-8b45-78b8dc516920,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
3-users_lifewatch_by_group_kpi_2023-11-07,be,ugent,3-users_lifewatch_by_group_kpi_2023-11-07_5ee5178f-05f5-47ac-96d9-78a0e83c5e96,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
3-users_lifewatch_by_group_kpi_2023-11-07,be,ugent,3-users_lifewatch_by_group_kpi_2023-11-07_8a630fc4-bba9-45c8-aa2b-12a9abc14b96,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
3-users_lifewatch_by_group_kpi_2023-11-07,be,ugent,3-users_lifewatch_by_group_kpi_2023-11-07_f6db7cde-5986-44e4-a103-2ad2db39585e,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
3-users_lifewatch_by_group_kpi_2023-11-07,com_BLOCKED,hotmail,3-users_lifewatch_by_group_kpi_2023-11-07_16b26212-a756-4ef0-ab10-be311f08036e,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,be,vliz,3-users_lifewatch_by_group_kpi_2023-11-07_d902f7d3-c250-42ef-b97e-d738cec58a5b,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
3-users_lifewatch_by_group_kpi_2023-11-07,uk,plymouthac,3-users_lifewatch_by_group_kpi_2023-11-07_eb979366-34fc-4f07-b895-8a6aa2d5d7d2,University of Plymouth,2134.0,2134.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,University,Science,https://marineinfo.org/id/institute/4584,https://ror.org/008n7pv89,375c9391-82c7-4967-b9d0-0558754da32b
3-users_lifewatch_by_group_kpi_2023-11-07,ru,mail,3-users_lifewatch_by_group_kpi_2023-11-07_1f0503b7-3ad7-4c86-941c-1d769caed67e,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,be,vliz,3-users_lifewatch_by_group_kpi_2023-11-07_914acf1f-9e35-4c4d-92f3-d12e207fe32e,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
3-users_lifewatch_by_group_kpi_2023-11-07,be,vliz,3-users_lifewatch_by_group_kpi_2023-11-07_d13421ae-294a-4f84-a377-33faac97a88c,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
3-users_lifewatch_by_group_kpi_2023-11-07,com,gmail,3-users_lifewatch_by_group_kpi_2023-11-07_ff9adb16-aada-4ed5-bb48-19258cb4ea79,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,net,caiway,3-users_lifewatch_by_group_kpi_2023-11-07_d7cef8fb-ad79-4b1e-901a-c6b27b5f90e3,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,org,calacademy,3-users_lifewatch_by_group_kpi_2023-11-07_f53b6388-ffb6-4f86-a0fd-750c4dc7b72c,California Academy of Sciences,2182.0,2182.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,University,Science,https://marineinfo.org/id/institute/3393,https://ror.org/02wb73912,52e76388-aab0-41bd-8f05-23c5f2b7f7be
3-users_lifewatch_by_group_kpi_2023-11-07,at,gmx,3-users_lifewatch_by_group_kpi_2023-11-07_bda8798f-08f2-4aea-ba2c-9e4c31e7a7ee,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,uk_DISABLED,mbaac,3-users_lifewatch_by_group_kpi_2023-11-07_106b3852-de9c-4b33-9b76-91baae46aef0,Marine Biological Association (MBA),2054.0,2054.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,Research institute,Science,https://marineinfo.org/id/institute/1169,https://ror.org/0431sk359,c101d7df-5dfc-4671-82fc-4290d5d2bd6b
3-users_lifewatch_by_group_kpi_2023-11-07,uk_DISABLED,mbaac,3-users_lifewatch_by_group_kpi_2023-11-07_473c741c-1cd0-4946-b1bf-b759f4aa2759,Marine Biological Association (MBA),2054.0,2054.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,Research institute,Science,https://marineinfo.org/id/institute/1169,https://ror.org/0431sk359,c101d7df-5dfc-4671-82fc-4290d5d2bd6b
3-users_lifewatch_by_group_kpi_2023-11-07,be_DISABLED,vliz,3-users_lifewatch_by_group_kpi_2023-11-07_26c3fb42-a054-401c-bc2f-7f9955860cba,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
3-users_lifewatch_by_group_kpi_2023-11-07,com,gmail,3-users_lifewatch_by_group_kpi_2023-11-07_68c5494f-a7b6-44ae-965a-54b552b77a18,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,be,vliz,3-users_lifewatch_by_group_kpi_2023-11-07_8e5974fd-b638-4d02-a7ad-ef372bd0b411,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
3-users_lifewatch_by_group_kpi_2023-11-07,za,csirco,3-users_lifewatch_by_group_kpi_2023-11-07_e57570a8-0c91-4f58-9ee6-8e4d8df59e36,CSIR (Council for Scientific and Industrial Research),1693.0,1693.0,ZA,ZAF,Republic of South Africa,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AZA,,Governmental body,Policy,https://marineinfo.org/id/institute/7230,https://ror.org/05j00sr48,c8a33914-7c84-4c74-a67a-06383693127c
3-users_lifewatch_by_group_kpi_2023-11-07,nz,aucklanduniac,3-users_lifewatch_by_group_kpi_2023-11-07_d5aa8861-6818-4f48-aa32-83037401ea0f,University of Auckland,1461.0,1461.0,NZ,NZL,New Zealand,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ANZ,,University,Science,https://marineinfo.org/id/institute/5299,https://ror.org/03b94tp07,e8cd948d-d8b1-4f07-a2c8-f847a1d509b0
3-users_lifewatch_by_group_kpi_2023-11-07,org,gatesscholar,3-users_lifewatch_by_group_kpi_2023-11-07_37f17f4e-3e6e-4f13-8669-a2c84d9f61d6,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,edu,maine,3-users_lifewatch_by_group_kpi_2023-11-07_ef2d7e92-2c55-4425-8c3c-9f318d1c3861,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,au,uqedu,3-users_lifewatch_by_group_kpi_2023-11-07_f10648cb-b8e6-4a8a-945b-acaadaf0fd96,University of Queensland,94.0,94.0,AU,AUS,Australia,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AAU,,University,Science,https://marineinfo.org/id/institute/8800,https://ror.org/00rqy9422,8ec4c2eb-8549-440b-b917-e06c86ed8d81
3-users_lifewatch_by_group_kpi_2023-11-07,net,comcast,3-users_lifewatch_by_group_kpi_2023-11-07_5cf9bf27-b2d6-4866-810d-bb4b9bf32b55,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,EDU,UFL,3-users_lifewatch_by_group_kpi_2023-11-07_a26e3418-dc1d-4bff-90d3-0d30b7307f6a,,,,,,,,,,,,,
3-users_lifewatch_by_group_kpi_2023-11-07,kr,cnuac,3-users_lifewatch_by_group_kpi_2023-11-07_ed20284b-1792-46fd-b97a-e2b8f9d1249e,Chungnam National University,1739.0,1739.0,KR,KOR,the Republic of Korea,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AKR,,University,Science,https://marineinfo.org/id/institute/12272,https://ror.org/0227as991,7380f185-cef0-4e3e-8bf3-8078a1ed6675
3-users_lifewatch_by_group_kpi_2023-11-07,com,msn,3-users_lifewatch_by_group_kpi_2023-11-07_0e7a62f5-feca-477a-ade1-2bde55cbc3e6,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,org,bishopmuseum,3-users_lifewatch_by_group_kpi_2023-11-07_05aaff60-ef80-4712-8fb8-4902b7587b1d,Bishop Museum,2178.0,2178.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,Museum,Science,https://marineinfo.org/id/institute/9279,https://ror.org/04m60en37,19ae8f5f-37f0-4717-a348-6a55b58b53d9
3-users_lifewatch_by_group_kpi_2023-11-07,com,gmail,3-users_lifewatch_by_group_kpi_2023-11-07_1b6e9c4b-627e-43a0-bb54-3533e41b79c1,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,com,gmail,3-users_lifewatch_by_group_kpi_2023-11-07_1c8fd515-46d5-47c6-8045-6a5fe29fb299,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,com,gmail,3-users_lifewatch_by_group_kpi_2023-11-07_27c35060-9d42-476f-afb8-8830b28a570a,personal,2518.0,2518.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,personal interest,Civil society,-,-,eedc2aab-2f2d-497f-ae0c-45205cbd7c40
3-users_lifewatch_by_group_kpi_2023-11-07,be,inbo,3-users_lifewatch_by_group_kpi_2023-11-07_2c9fb0d4-09bb-432b-b649-f697e3bce228,INBO Research Institute for Nature and Forest,217.0,217.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/5443,https://ror.org/00j54wy13,30d5bbf8-ed5b-4982-8be8-f60d6e19f83e
